Comments,HateSpeech,Emotion
?? ?? ?????? ?????? ???? ????? ???? ???? ?????,hate,angry
????????? ????? ????? ??? ??? ,hate,angry
?? ?????? ???? ?????.,hate,angry
????? ??? ????? ??? ???? ????? ???? ??? ????? ???? ?????? ???? ????,hate,angry
???????? ???????? ???????,hate,angry
??????????? ?????? ?? ????? ???? ?? ???? ???? ?? ????,hate,angry
??????? ????? ???? ?????? ????? ???? ???? ???????,hate,sad
??? ??? ??? ??? ??? ?? ????? ??????? ?? ????? ???,hate,sad
?? ?????? ???? ?? ???? ???? ????,hate,angry
?? ?? ?????? ???? ????,hate,angry
???????? ??????? ?????? ????? ??? ??? ??????  ???? ???? ??? ??? ??? ???? ?? ??? ????? ???? ???,hate,angry
"?? ??????,???????? ???? ???? ???? ???? ??",hate,sad
??????+?????? ???? ?????? ??? ???? ??? ??? ?? ??? ???? ?? ??? ?? ??????,hate,sad
???????? ??????? ??????? ????? ,hate,angry
?????? ??? ?? ????? ???? ???? ???? ???? ??? ???? ??? ???????? ??????,hate,angry
????? ?????? ?? ??? ,nonhate,sad
????? ?????? ???? ???? ?????? ??? ???? ???? ???????? ???? ??? ?? ????? ???? ?????,hate,sad
??? ???????? ??????? ???? ???? ?????? ????,hate,angry
???? ???? ??,hate,sad
??????? ,hate,angry
??????????? ?????? ???? ????????? ? ????????,nonhate,sad
?????? ???? ?? ?? ????? ????? ??? ??? ???? ??,nonhate,sad
????? ????? ,hate,sad
?????? ????? ????,nonhate,sad
??? ???? ?? ?? ????????? ??? ??????? ??? ???? ???? ???????? ?? ????,nonhate,sad
??????? ?????? ?????? ?? ??? ???? ???? ????? ????,nonhate,sad
?? ?? ?? ??????,nonhate,sad
?? ?? ?????? ???? ??? ??? ?????,hate,sad
????? ???? ?????? ???? ??? ,hate,sad
?? ???? ????,hate,sad
????? ??? ???? ???????? ??????? ???????,nonhate,sad
??? ?????? ?????!,hate,angry
??? ??,hate,sad
?????????,hate,sad
?????? ????? ??????,hate,angry
?? ?? ?? ??? ?????? ???? ??? ??? ????,hate,sad
??? ????? ???? ???? ?? ???? ???,nonhate,sad
"??? ?????? ???? ??? ?? ?? ???? ??? ????, ???? ?? ?????? ???? ????",hate,angry
???? ??? ??? ????? ???? ???? ???????? ????? ??? ?? ?? ???? ?????,hate,angry
???? ????. ????? ???? ??????????. ????.,hate,sad
??? ??? ?????????? ?????? ????? ???? ??????? ????? ,nonhate,sad
????? ?? ?????? ?????? ??? ???? ???? ??????,hate,happy
"????? ?????? ??? ???? ???? ???, ????? ???? ??????? ?????? ????",hate,sad
????? ???? ??????? ???,hate,angry
?? ?????? ????????? ??????,hate,angry
??? ?? ??? ????????? ????? ,hate,sad
?? ?????? ???? ?? ????? ?????,hate,angry
???? ??? ????? ?? ??????? ?????? ????? ? ????? ??? ???? ?????,hate,sad
"???????? ????? ????, ????? ???? ?? ??????",nonhate,sad
???? ???? ?????? ??? ???? ??? ??????? ???? ????? ,hate,angry
????? ???? ??????? ?? ?????? ????? ???? ??? ,hate,sad
????? ?????????? ????????? ??????????? ??????? ???? ??? ????? ????????,hate,sad
?? ???? ???? ????? ??? ?????? ?? ????? ??????? ?????,hate,sad
????? ??? ????? ??? ??? ?? ???????? ????? ???? ???????,hate,sad
??????? ????? ??????? ?? ????? ?? ??? ???? ????? ?????? ???????? ?????,hate,sad
????? ???? ?????? ??? ????? ??? ??? ?????,hate,sad
??????? ??? ??? ????? ??? ????,hate,sad
????? ????? ??????? ???? ??????? ??????? ????? ???? ??? ??? ??? ??? ,hate,sad
????? ????? ??????? ?????? ?? ???? ???? ??? ????? ?? ????? ?? ???????,hate,sad
????? ????? ???? ???? ????? ????? ?? ??? ???? ????? ?????? ???? ??? ?????? ?? ?? ??? ,hate,angry
??? ????? ??????,hate,angry
?????? ????,hate,angry
??? ?? ????? ????? ????? ???? ??? ???????? ????? ???? ?????? ????,hate,sad
??????? ????? ???? ??? ???? ????? ??? ??,hate,sad
??? ????? ???? ???? ??? ??? ?? ??????? ????? ??? ?? ????? ??? ??? ??? ??????? ??,hate,angry
?? ???? ?? ???? ???? ????? ???? ????? ????? ??? ?? ???? ??? ???? ?????? ??? ,hate,angry
?????? ????? ??? ???? ??? ???,hate,angry
????? ????,hate,angry
???????? ????? ?????,hate,angry
????????? ????? ??? ?????? ??? ????? ?????,hate,angry
????? ??? ???? ?? ??? ???? ??? ??? ??? ??? ????? ????? ,hate,angry
??? ??? ?????? ??? ?? ???? ?? ????? ??? ????? ????? ?????? ,hate,angry
??? ?? ?????? ????? ??????? ?? ??? ???,hate,sad
?????? ????? ?????? ???? ??? ??? ???? ?????? ??? ???? ????? ??? ???? ???,hate,sad
??? ???? ?? ??? ??? ???? ?????? ???? ????,hate,sad
"????? ????? ???? ???? ???, ????? ?? ????",hate,angry
??????? ???? ???? ???? ??? ???????,hate,angry
?? ??????? ????????? ?????? ?? ?????,hate,angry
"????? ?????, ???? ?????? ??? ?????? ?????? ??? ??? ?????",hate,sad
?????????? ??????? ??? ???????? ?? ???,hate,sad
?????? ?? ?????? ?? ???? ?? ?? ????,hate,angry
??? ???? ???? ???? ?????,hate,angry
"??????, ??????? ????? ???? ??? ???? ????",hate,angry
?? ???? ???? ?? ??? ????? ??? ????? ??? ????,hate,angry
????? ??? ??? ????? ??????,hate,angry
??????? ?????? ?????? ,hate,angry
?? ????? ??????? ???????? ?????,hate,angry
??????????? ???? ????? ???,hate,sad
???????? ????? ????? ????? ???? ?? ????? ?????? ????? ??????? ?????,hate,angry
????? ????? ??? ???? ??? ?? ?? ??,hate,sad
?????? ???? ????? ????????? ?????,hate,sad
"?????? ??? ??? ???, ???? ??? ????? ?????",hate,sad
?? ????? ??????????? ???? ???? ????? ????,hate,angry
?? ?? ?????? ??? ?? ????? ??? ??? ????,hate,sad
????????? ???? ???? ??? ??? ????? ??????? ??? ??? ???,hate,sad
???? ??? ??????? ?? ????? ?????? ?? ????? ????? ????? ???? ????????,hate,sad
?? ?????? ????? ???? ??? ??????.,nonhate,sad
?????? ???? ????.,hate,angry
"?????? ?? ?????? ??? ??????? ??????, ??? ??? ???? ??????? ??",hate,sad
?? ?????? ??? ??????,hate,sad
????? ??? ????? ?? ????? ???? ?? ??? ???? ?????,hate,angry
???? ???????,hate,angry
????? ????? ?? ???? ???? ?????? ????,hate,sad
?? ?????? ????? ??? ??????? ????,hate,sad
????? ?????? ????  ????,hate,sad
?? ??????? ?????? ?? ???? ?? ?? ??? ?????? ????? ?? ???? ??? ?? ??????,hate,sad
???????? ????? ????,hate,angry
??? ????? ??????? ,hate,angry
?? ???????? ?????? ?????? ????? ?? ????? ????? ??? ?????,hate,angry
?? ????? ???????? ?????????? ???? ???? ????? ?????? ????? ??????,nonhate,angry
? ???? ???? ?????? ????? ??? ????????? ??????? ????? ??????,hate,sad
?? ??? ???? ??? ???? ????? ????? ?????,hate,sad
?????? ????? ??????,hate,angry
??? ???? ???????? ???? ?????,hate,sad
???? ?? ???? ??? ?????????? ????,hate,angry
???? ?? ????? ?????? ??? ??? ??? ????? ?????,hate,sad
????? ????? ????  ????? ?? ???? ???? ??? ??,hate,happy
?????????? ??????,hate,angry
????? ????,hate,angry
????? ??? ????? ???? ?????????? ?? ??? ???? ???? ?????,hate,sad
?????? ?? ???? ???? ??? ????,hate,sad
???? ???? ?????,hate,angry
?? ???? ?????? ???? ????? ????? ???? ????? ????? ??? ??? ?????? ????????? ????,hate,sad
?????? ??? ??? ?? ????,hate,angry
???? ?? ???? ????? ??????? ???,hate,sad
????? ??? ????? ?????? ???? ?????? ??? ??? ?????? ???,hate,angry
"?????? ??,",hate,angry
???? ?? ????.,hate,angry
?????? ??????,hate,angry
"????? ??? ?????, ??????",hate,angry
?????? ???? ???? ??? ??????,hate,angry
???? ?? ?? ????? ?????,hate,angry
??? ?????? ??? ??? ??? ??? ???? ???,hate,angry
?????? ???? ??? ????? ???,hate,angry
??? ????? ????,hate,angry
??????? ????? ,hate,angry
??? ?? ?? ???????? ????? ??,hate,angry
"????? ??????? ????? ?? ?? ??? ???? ??, ?? ???? ?? ????? ???? ????? ?? ????? ?????",hate,sad
??'?? ??????? ???? ?????? ?????,hate,angry
?????? ?????? ???? ??? ??? ?? ????? ???? ????? ??? ??? ?????? ???,hate,sad
????? ????? ??? ??????? ?? ?????? ????,hate,sad
?? ?? ????? ????????? ?????? ???? ???? ?? ????? ????,hate,angry
?? ??? ?? ????? ????? ???? ??? ??? ?????? ??? ??????? ???????? ,hate,sad
????? ??? ????? ??????? ???? ,hate,sad
?? ????? ????? ?????? ?????? ????? ??? ???????? ????,hate,sad
????? ???????? ??????? ?????? ??? ,hate,sad
??? ??????? ??? ????? ???? ?????,hate,angry
??? ????? ???? ???? ????? ??????,hate,angry
????? ?? ????,hate,angry
???? ???? ?? ??,hate,angry
??? ???? ??? ???? ??? ?????????,hate,sad
??????? ?? ????? ???? ???? ???? ??,hate,angry
??????? ?????? ?????? ,hate,angry
???????? ?? ??? ????? ????,hate,angry
??????  ???? ????,hate,angry
?? ?????? ????? ????? ????? ????,hate,angry
??? ?? ???? ?????,hate,angry
??? ???? ??? ???? ??? ????? ,hate,angry
?? ??? ?????? ???? ???? ???? ,hate,angry
????? ?? ???? ?????? ??????,hate,angry
????????? ??????,hate,angry
??? ??? ??? ???? ??? ???? ???,nonhate,happy
?? ????? ?????? ????,hate,angry
"???????? ??????? ??????, ???? ?? ??? ?????",hate,angry
?????? ?????? ????? ??? ???? ?? ?????? ?? ?????? ???????,hate,angry
"??? ?? ????? ??? ???, ????? ????? ??????? ??? ?????? ?? ??? ???? ??????? ?????",hate,angry
?? ?? ?????? ?????,hate,angry
??????! ???? ????? ????? ??! ?????? ????? ????? ????? ?????? ???? ???? ?????? ? ??? ????? ?? ????,hate,angry
?? ?????? ????? ?? ??????  ???? ??????? ?? ????,nonhate,angry
???? ???????? ????????? ????? ?????? ??????? ????? ??? ????? ????? ????? ????? ??????,hate,angry
??????? ? ???????? ?? ??????? ? ????????! ???? ????? ?? ???????? ???????? ??? ????!,hate,sad
"?????? ?? ?? ?????? ?? ??????, ??????? ??? ????, ?? ?? ???? ?? ?? ???, ?????? ?????????",hate,angry
?????? ????? ?????,hate,angry
?????? ????? ???? ????? ?????? ???,hate,angry
??????????? ??? ?????? ????,hate,angry
???? ?? ???? ??? ??????? ????? ????? ??? ?? ??? ?????? ????,hate,angry
"?? ????? ?????? ????? ?? ??????? ????? ??? ?????? ??? ???,",hate,angry
?????? ???????? ????? ???????? ???? ????? ??? ??? ??? ???,hate,angry
??????? ???? ???????? ????? ??? ???? ??? ?? ???????,hate,sad
??????? ?? ????? ????? ????? ???????? ???????? ???????  ???? ????? ?? ??,hate,sad
?? ???????? ????? ??????? ?????? ???????? ????? ???? ?? ?? ??? ??? ?????????! ,hate,angry
"???????? ?? ???? ???? ???? ????, ???? ???, ????? ???? ???? ???,",nonhate,sad
?? ?????? ????? ??? ???,hate,sad
??? ????? ???? ???? ???? ?????,hate,angry
??????? ???????? ???? ???? ?? ???? ??? ???! ???????? ?????? ????!,hate,sad
?? ????? ????? ?????? ?????,hate,angry
???? ???? ???? ??????? ?? ???? ?????? ??? ??? ????? ???,hate,sad
??? ?? ?????? ????????,hate,angry
? ???? ??? ?? ?????? ??? ????? ???? ??? ????? ???? ????,hate,sad
?? ??????? ???????? ?????? ?????? ????? ??? ????? ???,hate,sad
???? ???? ??????? ???? ???? ??????? ??????? ??,hate,sad
????? ????? ????,hate,angry
??????? ?????,hate,angry
?????? ????,hate,angry
???? ??? ???? ?????? ??????? ??? ??? ?????? ???? ????,hate,angry
?? ?? ??????? ????? ???? ????????,hate,sad
?????? ?????????? ??????? ?? ???? ?????? ?????? ????? ??????? ????,hate,angry
??????? ???? ?? ???,hate,sad
"??? ????????, ????? ????? ?????? ?????? ??? ???????",hate,sad
???????,hate,angry
???????,hate,angry
????????? ?????? ???????? ???? ??????? ????? ??????????? ????? ??? ???? ??????????,hate,sad
?????? ??????? ?????? ????? ??? ????? ????? ???? ????? ??????? ??? ???????,nonhate,sad
??????? ????? ??????,hate,sad
????? ?? ?????? ??? ???????,hate,sad
????? ??? ??? ??????? ????? ?? ???? ????????,hate,sad
???? ????? ?? ???? ??? ?? ??????? ?????????,hate,sad
????? ??? ???? ??????,hate,angry
?????? ?? ?????? ?????? ?? ???? ??????? ????? ?????,hate,sad
?????? ????,hate,angry
?? ????? ??????? ??? ??????? ?????? ????????? ????? ?????? ??? ????,hate,angry
????? ???????? ??? ??? ????? ????? ??? ???? ?? ???????,hate,sad
??? ?????? ?? ??????,hate,angry
??? ??? ?????,hate,sad
"???? ???, ????????? ???? ??? ??????? ???? ??? ??????? ???? ???, ???? ???????,",hate,sad
?????? ??? ??????? ???? ??? ???? ??? ??? ??? ??????,hate,sad
??????? ???? ??? ??? ??????? ,hate,sad
????????? ??? ????? ????? ????? ???? ????,hate,angry
?????????? ???? ???,hate,sad
??????? ??? ???????,hate,angry
"?????? ????, ????, ???????? ???? ?????",hate,angry
?? ??? ????? ??????? ???? ??? ?? ?????  ,hate,angry
?????? ?????? ????? ??????? ???? ????? ????? ??? ??? ??? ??? ?????? ,hate,sad
????? ???? ??? ???? ???? ?????,hate,angry
?? ??????? ??? ?? ?? ????? ?????? ?????? ???? ??,hate,sad
?????? ???????,hate,angry
??? ?????????? ??????? ????? ,hate,angry
"?? ???? ?????? ??? ???? ??? ?? ????,, ??????? ?????? ???? ",hate,angry
?????? ???? ????? ?????? ???,hate,angry
?? ????? ?????? ??? ??? ?????? ??? ??? ??? ????,hate,angry
?????? ??? ????????? ?????????? ???????? ????? ,hate,angry
????? ????? ????,hate,angry
???? ?????????? ?????,hate,angry
??????? ???????,hate,angry
??? ??????,hate,angry
????? ? ???????????? ?????? ??? ?????? ?????? ???? ,hate,angry
"??????? ??????????, ???? ??????? ?????,",hate,angry
????? ?????? ????,hate,angry
??????? ???? ??? ??? ????? ??? ???? ??? ?????????? ???,hate,angry
??? ??????,hate,angry
?? ?? ???? ????? ????? ?????? ????? ? ?????? ?????? ??? ??? ?? ???? ???? ?????? ????? ,hate,angry
??????? ????? ?? ??? ??????? ??? ?? ????? ?????? ??????? ??????,hate,angry
???? ??????? ????? ???????????,hate,angry
?????? ?????,hate,angry
???? ???? ?????? ????? ,hate,angry
????? ????? ????,hate,angry
???????? ?????,hate,angry
???? ?? ?????? ? ?? ?? ?? ????? ????????? ??? ??? ??????  ???? ????? ????,hate,sad
??? ???? ?? ??? ??? ?????? ??? ???,hate,sad
??????? ??????? ????? ???????? ???????? ?? ????? ???? ???  ??????????  ?????,hate,sad
"?? ??????? ????, ???? ??????? ???? ???",hate,sad
??????? ??? ?????? ??? ???? ????,hate,sad
????? ?? ?????? ??????? ????? ???? ???? ?????,hate,sad
????????? ????? ???? ????? ???,hate,angry
?????? ??? ?? ?? ?????? ??? ????,hate,sad
???????? ????? ??? ?????? ?? ??????? ????????? ??? ????????? ??? ?? ?? ????? ?????,hate,angry
????? ??????? ?????,hate,angry
"????? ???? ???? ??????, ?????? ??? ?????? ???? ??????? ??????",hate,angry
??? ???? ??? ?? ?? ???? ????? ??,hate,sad
?????? ????? ???????,hate,angry
?? ???? ???? ???? ??? ??????? ????,hate,sad
?? ???? ,hate,angry
??????? ???? ???? ???????? ????? ??? ???? ??? ?????? ???????,hate,sad
??? ???? ??????? ????? ??? ??? ?????? ???????? ????,hate,sad
??? ???? ??? ??? ??? ???? ???? ??? ???,hate,angry
?? ??????? ????? ???? ???? ??? ???? ??? ?? ??,hate,sad
??? ??? ??? ?????? ????? ,hate,sad
??? ???? ????? ?? ????? ?? ????,hate,sad
?? ??????? ?? ?????? ???? ????,hate,sad
???????? ???? ?? ?????? ???? ???,nonhate,sad
?????? ???????? ????? ???? ??? ???? ???? ,hate,sad
?????,hate,angry
???????? ??,hate,angry
???? ?? ?? ?? ?? ??????? ????? ????,hate,angry
??? ????? ?? ???? ?????? (?????),hate,angry
??? ????? ??? ??? ????,hate,angry
???? ?? ??????? ??? ?????? ???? ?????? ???? ????? ?????? ?????,hate,sad
?????? ???? ?????? ????? ??? ???? ?? ?????? ???????,hate,sad
?? ?????? ?? ????? ??? ???? ????? ??? ??,hate,sad
?? ???? ???? ???? ???? ????,hate,angry
?????? ?????,hate,angry
????? ????? ??? ??????? ???????,hate,angry
?? ????? ?????? ?????? ???? ?? ????? ???? ????? ???? ??????,hate,angry
?? ?????? ??? ???? ????????? ???? ???? ????????? ????? ???????,hate,angry
?? ????? ???????? ?????? ??? ???,nonhate,sad
?????? ????? ?? ??? ?????? ??? ????? ??? ???? ??? ,hate,sad
?????? ?? ???? ???????? ???? ???? ???? ???????? ???????,hate,sad
????? ?? ???? ??????? ????? ?? ????,hate,sad
?????? ???????? ?? ?????? ??? ???? ????? ??? ???? ??????,nonhate,sad
??????? ?????????? ?? ????? ???? ?????? ??????,nonhate,sad
?? ?? ????? ?????,hate,angry
?????? ???? ????? ????? ??? ???? ??? ??,hate,angry
???? ?????? ????,hate,angry
??????? ???? ???? ???? ?????? ?? ???? ??? ???? ????,nonhate,sad
????  ????? ?????? ????? ,hate,angry
????? ???????? ????????,hate,angry
?? ???????? ?????? ?????? ??? ??? ??? ????? ??? ???,hate,sad
??? ?? ???? ??? ???? ?? ??? ???? ???? ???? ??????? ??????? ??????,hate,sad
?????? ????? ?? ?????? ????? ,hate,angry
??? ?? ????? ?????? ????? ???? ????? ???? ???? ??? ????? ,hate,sad
?? ?? ????? ???? ???? ????? ??? ???? ????,hate,sad
???? ?? ????? ??? ,hate,angry
???? ????? ?????,hate,sad
?? ????? ?????? ???? ???? ???? ,hate,angry
?????? ??????? ???? ?????? ??? ??????? ?? ???????? ????,hate,sad
?????,hate,sad
????????? ??? ?????? ????? ????,hate,sad
??????? ????? ??? ??? ??????? ???? ??? ??? ???? ????,nonhate,angry
??????? ?????? ?? ??? ??????,hate,sad
"?????? ?????????? ???? ?? ????? ????, ????? ?? ???? ?????? ???? ??? ??????? ??????? ????? ???? ??????,",hate,sad
?? ????? ?????? ???? ????? ????! ????? ????!,hate,sad
?? ????? ??????? ???? ???,hate,sad
?????? ?? ????????,hate,sad
?????? ??????? ??????? ???? ?? ???? ??????,hate,sad
"?? ??? ???????? ?????? ??, ??? ????? ????? ?????? ??? ???? ??? ?????? ?????? ???? ",hate,angry
???? ????? ????? ???? ????????? ?? ? ?? ?????????? ,hate,angry
???? ????? ???????? ????? ??????,hate,sad
?? ???? ??? ???????? ,hate,angry
???????? ,hate,angry
??????? ??????,hate,angry
"???? ????? ?? ???, ??? ?????? ??? ???? ???, ????? ????? ??? ????? ???",nonhate,sad
????? ????? ??? ???? ???? ??,hate,sad
?? ??????? ????? ????? ??? ??? ,nonhate,angry
???? ?? ????? ?? ????? ,hate,sad
????? ???????????? ????? ???,hate,angry
???? ????? ???? ??? ??? ??????? ?? ???? ????? ????? ?????? ????? ??? ?? ?????,hate,sad
?? ????? ???,nonhate,sad
?????? ????? ???? ,hate,angry
????? ??? ???? ?? ????? ?????? ???,hate,angry
"?????, ???? ????? ????,",hate,angry
???????,hate,angry
???? ????? ???? ?? ??? ???? ????? ???,hate,angry
?????? ????? ,hate,angry
?????? ????? ????? ??? ?? ????? ???? ???? ???????,hate,sad
"???? ?? ????,",hate,angry
???? ?????? ?????? ????,hate,angry
?? ??? ????? ???? ???? ???? ??? ????? ?????,hate,angry
???? ????? ????? ??? ???? ???? ??? ? ????? ???????? ??????,hate,sad
???? ?????? ?????? ??? ??????? ,hate,sad
"???? ?????? ?? ????? ?? ???????? ???? ?????, ?????",hate,sad
??? ???? ??????? ??????? ????? ??????,hate,angry
?????? ?????,hate,angry
?? ????? ???? ??????,hate,angry
????? ????? ???? ?????? ??? ??? ????? ??,hate,sad
?????? ??? ????????? ???? ??????,hate,angry
????? ???? ?????? ????,hate,sad
??????? ??? ?? ?? ???? ???? ?????? ????? ????????? ??????,hate,sad
?????? ?????? ?? ?????? ???? ???? ?????,hate,angry
??????? ??? ?????,hate,angry
??? ??? ????????? ?????? ?? ???,hate,angry
???? ?? ???????? ????,hate,angry
??? ?? ??????? ????? ????? ????? ??,hate,sad
????? ??? ????????? ???? ?? ????? ?????,hate,angry
??? ??? ?????? ???? ???,hate,angry
??? ????? ?????? ??? ???? ????????? ?? ?? ???? ????????? ,hate,sad
"???? ????? ???? ???? ??, ????? ??????????? ????? ?? ????????? ???????? ???",hate,sad
???????? ????????,hate,angry
???? ???? ??????? ????? ??? ?????? ????,hate,sad
????????? ????? ??? ????? ????? ???? ???? ??? ?????? ,hate,sad
" ?? ???? ????? ???? ??? ????? ???, ??????? ??? ??? ",hate,sad
?? ????? ????? ?? ??????? ?????? ??? ???? ,hate,angry
???????? ???? ?? ???? ?? ????? ?? ???? ???? ?????? ???,hate,angry
????????? ???????? ?????????  ??????,hate,angry
????? ????? ????? ???? ????? ???? ???? ???? ??? ,hate,sad
?? ?? ???????? ?? ???? ??????? ???? ????? ???? ????? ??? ???? ????,hate,sad
??? ?? ???? ?? ????? ????? ??? ???????,nonhate,sad
??? ?????? ??? ????? ?? ?????? ?? ??? ????????? ??????? ?????? ?? ?? ??? ????? ????? ?????????,hate,sad
"??? ?? ???????? ??? ???? ??, ??? ??????? ????",hate,sad
??? ?? ??????? ??? ???? ????? ????,hate,sad
???? ?????? ?? ??????? ??? ???????,nonhate,sad
??? ???? ????? ?????? ???? ??? ??? ???? ??????? ??????,hate,sad
??? ????? ???? ??? ?????? ???? ?????,hate,sad
"??? ??????? ??, ?? ????? ????",hate,sad
???? ?? ??????,hate,angry
??? ?? ???????,hate,angry
??? ???? ?????? ????????? ??? ?? ??? ???? ???? ?????,hate,angry
????? ????? ????? ???? ????? ????? ????? ??? ???? ?? ????????,hate,angry
????????? ??? ??????? ???,hate,angry
?? ?? ?????? ??? ???????? ?????? ???? ???? ??? ????? ???? ??,hate,sad
"??? ??? ????? ?????, ???? ???? ???? ????",hate,sad
???? ??? ???? ??? ?? ???? ?????? ???? ???? ???? ??? ??,hate,sad
???? ????? ???? ????? ????? ,hate,sad
?? ????? ??????? ???? ??? ??? ???? ???? ???? ???????,hate,sad
?? ?????? ??????? ?? ?? ???????? ???? ????????? ???? ???? ???? ??? ??? ??????,hate,sad
????? ???????? ???? ????? ???? ??????? ???? ????? ????? ,hate,angry
??????? ???????? ??????? ?????,hate,angry
?? ???????? ????? ???????? ?????? ???? ???,hate,sad
"???? ??? ???? ????? ????, ??? ????? ????? ??? ???,",hate,sad
??? ?????? ??????? ???? ?? ???,hate,sad
???? ????? ?????? ???????? ?????,hate,angry
?????? ???? ?? ?? ?? ???? ????? ???????? ??? ?????,hate,sad
????? ????? ?????,hate,sad
??? ?? ?????? ??? ????? ???? ??? ?????? ????? ,hate,sad
?? ???? ???? ????? ??????? ?????? ?????? ?????????? ??,hate,sad
?? ?????? ?? ??????? ???????? ???? ????????,hate,angry
?? ???? ????? ????????? ???? ??? ????? ???? ??? ???????? ?????? ???,hate,angry
"??? ??????, ??? ??????",hate,angry
?? ????? ??? ????? ?? ????? ??????? ????? ??,hate,angry
????????? ????? ,hate,angry
?? ???????? ?????? ?????? ???? ?? ??? ???,hate,angry
???? ???? ??????? ?????? ?????? ??? ??? ? ????? ???? ????????,hate,sad
